% Model:              AssociatedLegendreDatabase.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jul 20 2022, 20:28
% Dimension:          1
% Nodes:              577
% Expressions:        1
% Description:        Line graph
% X                       Height
-1                        0
-0.9934994034174958       3.0531378194400234E-8
-0.9869988068349915       3.0531378194400234E-8
-0.9804982102524873       0
-0.973997613669983        -6.106275638880044E-8
-0.9674970170874788       -1.526568909720012E-7
-0.9609964205049746       -2.747824037496021E-7
-0.9544958239224703       -1.5265689097200116E-7
-0.9479952273399661       -6.106275638880045E-8
-0.9414946307574619       0
-0.9349940341749576       3.053137819440025E-8
-0.9284934375924534       3.053137819440025E-8
-0.9219928410099492       0
-0.9154922444274449       6.716903202768052E-7
-0.9089916478449407       9.464727240264072E-7
-0.9024910512624365       8.243472112488062E-7
-0.8959904546799322       3.053137819440025E-7
-0.889489858097428        -6.106275638880049E-7
-0.8829892615149237       -1.9234768262472145E-6
-0.8764886649324195       -6.106275638880052E-8
-0.8699880683499153       1.1296609931928086E-6
-0.863487471767411        1.6486944224976125E-6
-0.8569868751849068       1.4960375315256117E-6
-0.8504862786024026       6.71690320276805E-7
-0.8439856820198983       -8.243472112488062E-7
-0.8374850854373941       -7.632844548600058E-7
-0.8309844888548898       -6.716903202768052E-7
-0.8244838922723856       -5.495648074992042E-7
-0.8179832956898814       -3.9690791652720303E-7
-0.8114826991073771       -2.1371964736080155E-7
-0.8049821025248729       0
-0.7984815059423687       3.663765383328028E-7
-0.7919809093598644       5.495648074992042E-7
-0.7854803127773602       5.495648074992042E-7
-0.7789797161948558       3.663765383328028E-7
-0.7724791196123516       -1.2202790056186168E-22
-0.7659785230298474       -5.495648074992042E-7
-0.7594779264473431       -4.885020511104037E-7
-0.752977329864839        -4.885020511104037E-7
-0.7464767332823348       -5.495648074992042E-7
-0.7399761366998305       -6.716903202768051E-7
-0.7334755401173263       -8.548785894432066E-7
-0.7269749435348221       -1.0991296149984084E-6
-0.7204743469523178       -6.716903202768052E-7
-0.7139737503698136       -3.053137819440023E-7
-0.7074731537873094       0
-0.7009725572048051       2.4425102555520187E-7
-0.6944719606223009       4.2743929472160336E-7
-0.6879713640397966       5.495648074992042E-7
-0.6814707674572924       -1.2212551277760094E-7
-0.6749701708747882       -4.885020511104037E-7
-0.6684695742922839       -5.495648074992042E-7
-0.6619689777097797       -3.053137819440024E-7
-0.6554683811272755       2.4425102555520203E-7
-0.6489677845447712       1.0991296149984084E-6
-0.642467187962267        -8.548785894432065E-7
-0.6359665913797627       -1.9540082044416154E-6
-0.6294659947972585       -2.1982592299968167E-6
-0.6229653982147543       -1.5876316661088123E-6
-0.61646480163225         -1.2212551277760049E-7
-0.6099642050497458       2.1982592299968167E-6
-0.6034636084672416       9.15941345832007E-7
-0.5969630118847373       -6.101395028093084E-23
-0.5904624153022331       -5.495648074992042E-7
-0.5839618187197287       -7.327530766656056E-7
-0.5774612221372245       -5.495648074992042E-7
-0.5709606255547203       0
-0.564460028972216        2.4425102555520187E-7
-0.5579594323897118       2.4425102555520187E-7
-0.5514588358072076       0
-0.5449582392247033       -4.885020511104035E-7
-0.5384576426421991       -1.2212551277760097E-6
-0.5319570460596948       -2.1982592299968167E-6
-0.5254564494771906       -6.716903202768052E-7
-0.5189558528946864       2.442510255552019E-7
-0.5124552563121821       5.495648074992042E-7
-0.5059546597296778       2.442510255552021E-7
-0.4994540631471736       -6.716903202768054E-7
-0.4929534665646694       -2.1982592299968167E-6
-0.48645286998216514      -7.327530766656056E-7
-0.4799522733996609       1.8318826916640148E-7
-0.4734516768171566       5.495648074992042E-7
-0.46695108023465237      3.6637653833280297E-7
-0.46045048365214813      -3.66376538332803E-7
-0.4539498870696439       -1.6486944224976125E-6
-0.44744929048713966      -8.548785894432065E-7
-0.4409486939046355       -3.0531378194400226E-7
-0.4344480973221312       0
-0.42794750073962695      6.106275638880059E-8
-0.4214469041571227       -1.221255127776009E-7
-0.4149463075746185       -5.495648074992042E-7
-0.40844571099211424      -1.160192371387209E-6
-0.40194511440961         -1.5265689097200118E-6
-0.39544451782710577      -1.6486944224976125E-6
-0.38894392124460153      -1.5265689097200118E-6
-0.38244332466209724      -1.160192371387209E-6
-0.375942728079593        -5.495648074992042E-7
-0.36944213149708877      -1.3433806405536104E-6
-0.36294153491458453      -1.7097571788864132E-6
-0.35644093833208024      -1.6486944224976125E-6
-0.349940341749576        -1.1601923713872091E-6
-0.34343974516707176      -2.442510255552016E-7
-0.3369391485845675       1.0991296149984084E-6
-0.33043855200206357      6.106275638880046E-7
-0.3239379554195595       2.442510255552018E-7
-0.3174373588370555       0
-0.31093676225455147      -1.22125512777601E-7
-0.3044361656720475       -1.22125512777601E-7
-0.2979355690895435       0
-0.2962803714834905       -4.885020511104037E-7
-0.2946251738774375       -8.548785894432065E-7
-0.29296997627138444      -1.0991296149984084E-6
-0.2913147786653314       -1.2212551277760093E-6
-0.2896595810592784       -1.2212551277760093E-6
-0.2880043834532254       -1.0991296149984084E-6
-0.2863491858471724       -9.770041022208075E-7
-0.28469398824111936      -9.770041022208075E-7
-0.2830387906350663       -1.0991296149984084E-6
-0.2813835930290133       -1.3433806405536101E-6
-0.27972839542296024      -1.7097571788864132E-6
-0.27807319781690726      -2.1982592299968167E-6
-0.2764180002108542       -2.4425102555520185E-6
-0.27476280260480124      -2.6256985247184206E-6
-0.2731076049987482       -2.747824037496021E-6
-0.27145240739269516      -2.808886793884821E-6
-0.2697972097866422       -2.808886793884821E-6
-0.26814201218058914      -2.747824037496021E-6
-0.26648681457453616      -2.1982592299968167E-6
-0.2648316169684831       -1.831882691664014E-6
-0.2631764193624301       -1.6486944224976125E-6
-0.26152122175637704      -1.6486944224976125E-6
-0.25986602415032406      -1.831882691664014E-6
-0.258210826544271        -2.1982592299968167E-6
-0.25655562893821804      -1.160192371387209E-6
-0.254900431332165        -4.274392947216032E-7
-0.25324523372611196      0
-0.2515900361200589       1.2212551277760107E-7
-0.2499348385140059       -6.106275638880043E-8
-0.2482796409079529       -5.495648074992042E-7
-0.24662444330189986      -1.160192371387209E-6
-0.24496924569584688      -1.8929454480528144E-6
-0.24331404808979384      -2.747824037496021E-6
-0.2416588504837408       -3.7248281397168283E-6
-0.24000365287768782      -4.823957754715237E-6
-0.23834845527163478      -6.045212882491246E-6
-0.23669325766558177      -5.4956480749920425E-6
-0.23503806005952876      -4.946083267492838E-6
-0.23338286245347573      -4.3965184599936335E-6
-0.2317276648474227       -3.846953652494429E-6
-0.23007246724136968      -3.2973888449952245E-6
-0.22841726963531667      -2.747824037496021E-6
-0.22676207202926366      -2.5646357683296196E-6
-0.22510687442321065      -2.1982592299968167E-6
-0.2234516768171576       -1.6486944224976125E-6
-0.2217964792111046       -9.159413458320072E-7
-0.22014128160505156      3.66083701685585E-22
-0.21848608399899855      1.0991296149984084E-6
-0.2168308863929455       1.7708199352752138E-6
-0.21517568878689253      2.320384742774418E-6
-0.2135204911808395       2.747824037496021E-6
-0.21186529357478645      3.053137819440023E-6
-0.21021009596873347      3.2363260886064248E-6
-0.20855489836268043      3.297388844995225E-6
-0.20689970075662742      3.1142005758288237E-6
-0.2052445031505744       2.931012306662422E-6
-0.20358930554452137      2.747824037496021E-6
-0.20193410793846833      2.564635768329619E-6
