% Model:              AssociatedLegendreDatabase.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jul 18 2022, 21:53
% Dimension:          1
% Nodes:              445
% Expressions:        1
% Description:        Line graph
% X                       Height
-1                        0
-0.9933086738738932       1.9149841886504E-9
-0.9866173477477865       1.9149841886504E-9
-0.9799260216216797       0
-0.973234695495573        -3.829968377300799E-9
-0.9665433693694663       -9.574920943252003E-9
-0.9598520432433595       -1.72348576978536E-8
-0.9531607171172528       -3.8299683773008E-9
-0.946469390991146        7.659936754601602E-9
-0.9397780648650392       1.72348576978536E-8
-0.9330867387389326       2.4894794452455195E-8
-0.9263954126128257       3.063974701840641E-8
-0.919704086486719        3.44697153957072E-8
-0.9130127603606122       1.34048893205528E-8
-0.9063214342345056       -3.829968377300801E-9
-0.8996301081083987       -1.72348576978536E-8
-0.892938781982292        -2.6809778641105598E-8
-0.8862474558561853       -3.2554731207056807E-8
-0.8795561297300785       -3.44697153957072E-8
-0.8728648036039717       -2.8724762829756E-8
-0.866173477477865        -2.2979810263804802E-8
-0.8594821513517582       -1.72348576978536E-8
-0.8527908252256514       -1.14899051319024E-8
-0.8460994990995447       -5.744952565951197E-9
-0.839408172973438        0
-0.8327168468473313       -7.6599367546016E-9
-0.8260255207212245       -7.6599367546016E-9
-0.8193341945951177       0
-0.812642868469011        1.5319873509203197E-8
-0.8059515423429042       3.829968377300801E-8
-0.7992602162167974       6.89394307914144E-8
-0.7925688900906906       3.06397470184064E-8
-0.785877563964584        7.659936754601598E-9
-0.7791862378384771       0
-0.7724949117123703       7.659936754601592E-9
-0.7658035855862636       3.063974701840641E-8
-0.7591122594601568       6.89394307914144E-8
-0.7524209333340501       1.9149841886504003E-8
-0.7457296072079433       -1.5319873509203203E-8
-0.7390382810818366       -3.44697153957072E-8
-0.7323469549557298       -3.8299683773008005E-8
-0.7256556288296231       -2.68097786411056E-8
-0.7189643027035163       0
-0.7122729765774096       -7.659936754601601E-8
-0.7055816504513028       -1.225589880736256E-7
-0.698890324325196        -1.378788615828288E-7
-0.6921989981990893       -1.225589880736256E-7
-0.6855076720729825       -7.659936754601598E-8
-0.6788163459468757       0
-0.672125019820769        1.9149841886504003E-8
-0.6654336936946622       3.06397470184064E-8
-0.6587423675685554       3.44697153957072E-8
-0.6520510414424487       3.06397470184064E-8
-0.645359715316342        1.9149841886503996E-8
-0.6386683891902352       0
-0.6319770630641284       -1.53198735092032E-8
-0.6252857369380217       -2.68097786411056E-8
-0.6185944108119149       -3.44697153957072E-8
-0.6119030846858081       -3.8299683773008005E-8
-0.6052117585597014       -3.8299683773008005E-8
-0.5985204324335947       -3.44697153957072E-8
-0.5918291063074879       7.6599367546016E-9
-0.5851377801813811       3.06397470184064E-8
-0.5784464540552743       3.44697153957072E-8
-0.5717551279291676       1.9149841886504006E-8
-0.5650638018030608       -1.531987350920321E-8
-0.558372475676954        -6.89394307914144E-8
-0.5516811495508472       -3.8299683773008005E-8
-0.5449898234247406       -2.6809778641105604E-8
-0.5382984972986338       -3.44697153957072E-8
-0.531607171172527        -6.127949403681279E-8
-0.5249158450464203       -1.0723911456442242E-7
-0.5182245189203135       -1.72348576978536E-7
-0.5115331927942068       -6.89394307914144E-8
-0.5048418666681          9.567267921147593E-25
-0.4981505405419932       3.44697153957072E-8
-0.49145921441588647      3.446971539570721E-8
-0.4847678882897796       -7.653814336918074E-24
-0.4780765621636729       -6.89394307914144E-8
-0.4713852360375661       2.2979810263804802E-8
-0.4646939099114594       8.042933592331681E-8
-0.45800258378535263      1.034091461871216E-7
-0.45131125765924585      9.191924105521921E-8
-0.44461993153313917      4.595962052760959E-8
-0.4379286054070324       -3.44697153957072E-8
-0.43123727928092564      -1.1489905131902401E-8
-0.42454595315481886      9.567267921147593E-25
-0.4178546270287121       0
-0.41116330090260533      -1.1489905131902394E-8
-0.40447197477649854      -3.4469715395707206E-8
-0.3977806486503918       -6.89394307914144E-8
-0.3910893225242851       -3.44697153957072E-8
-0.3843979963981783       1.9134535842295186E-24
-0.3777066702720715       3.44697153957072E-8
-0.37101534414596476      6.89394307914144E-8
-0.36432401801985803      1.0340914618712162E-7
-0.35763269189375124      1.378788615828288E-7
-0.3509413657676445       3.44697153957072E-8
-0.3442500396415377       -3.4469715395707206E-8
-0.337558713515431        -6.89394307914144E-8
-0.3308673873893242       -6.89394307914144E-8
-0.3241760612632174       -3.44697153957072E-8
-0.3174847351371107       3.44697153957072E-8
-0.31079340901100394      1.225589880736256E-7
-0.30410208288489715      1.8000851373313763E-7
-0.29741075675879036      2.068182923742432E-7
-0.29071943063268363      2.029883239969424E-7
-0.2840281045065769       1.685186086012352E-7
-0.2773367783804701       1.034091461871216E-7
-0.2706454522543634       5.7449525659512E-8
-0.26395412612825664      2.29798102638048E-8
-0.25726280000214985      0
-0.25057147387604306      -1.1489905131902406E-8
-0.24388014774993633      -1.1489905131902406E-8
-0.23718882162382957      0
-0.2304974954977228       1.378788615828288E-7
-0.22380616937161607      1.034091461871216E-7
-0.21711484324550928      -1.034091461871216E-7
-0.21042351711940255      -4.825760155399007E-7
-0.2037321909932958       -1.0340914618712162E-6
-0.19704086486718903      -1.7579554851810672E-6
-0.19034953874108207      1.2255898807362562E-6
-0.1836582126149751       5.3619557282211235E-8
-0.17696688648886813      -5.273866455543202E-6
-0.17027556036276115      -1.475686815773998E-5
-0.1635842342366542       -2.839538554930814E-5
-0.15689290811054724      -4.618941863024765E-5
-0.1552586069843957       -5.4243842127711236E-5
-0.1536243058582442       -6.396430186930067E-5
-0.15199000473209262      -7.535079785501594E-5
-0.1503557036059411       -8.840333008485706E-5
-0.14872140247978957      -1.0312189855882406E-4
-0.14708710135363803      -1.1950650327691686E-4
-0.1454528002274865       -1.3801291047603435E-4
-0.14381849910133498      -1.599126696574403E-4
-0.14218419797518345      -1.852057808211348E-4
-0.1405498968490319       -2.138922439671178E-4
-0.13891559572288037      -2.459720590953893E-4
-0.13728129459672883      -2.814452262059493E-4
-0.1356469934705773       -3.2134200679229173E-4
-0.13401269234442575      -3.6761185475846274E-4
-0.13237839121827422      -4.202547701044622E-4
-0.13074409009212268      -4.7927075283029014E-4
-0.12910978896597117      -5.446598029359468E-4
-0.12747548783981963      -6.164219204214319E-4
-0.12584118671366812      -6.961350522581934E-4
-0.12420688558751657      -7.866180551719248E-4
-0.12257258446136503      -8.878709291626261E-4
-0.1209382833352135       -9.998936742302972E-4
-0.11930398220906195      -0.0011226862903749382
-0.11766968108291043      -0.001256248777596549
-0.11603537995675889      -0.0014030859352138843
-0.11440107883060738      -0.0015662655678971623
-0.11276677770445583      -0.0017457876756463825
-0.1111324765783043       -0.0019416522584615454
-0.10949817545215276      -0.002153859316342651
-0.10786387432600122      -0.002382408849289699
-0.10622957319984969      -0.0026304720711190946
-0.10459527207369816      -0.002900507821529065
-0.10296097094754662      -0.0031925161005196094
-0.10132666982139509      -0.003506496908090729
-0.09969236869524356      -0.0038424502442424235
-0.09805806756909202      -0.004200376108974693
-0.0964237664429405       -0.004583338476989377
-0.09478946531678896      -0.004991436927464286
-0.09315516419063742      -0.005424671460399421
-0.0915208630644859       -0.00588304207579478
-0.08988656193833436      -0.006366548773650366
-0.08825226081218282      -0.006875191553966175
-0.08661795968603128      -0.00741067475267011
-0.08498365855987976      -0.007968693485306082
-0.08334935743372822      -0.008549247751874092
-0.08171505630757668      -0.009152337552374138
-0.08008075518142516      -0.009777962886806225
-0.07844645405527362      -0.010426123755170349
-0.0768121529291221       -0.011095062201981329
-0.07517785180297056      -0.011775011807877048
-0.07354355067681902      -0.012465972572857508
-0.07190924955066749      -0.013167944496922709
-0.07027494842451595      -0.01388092758007265
-0.06864064729836442      -0.014604921822307328
-0.06700634617221288      -0.015332803482444968
-0.06537204504606135      -0.01604998038096805
-0.06373774391990981      -0.01675645251787658
-0.06210344279375828      -0.01745221989317055
-0.060469141667606745     -0.01813728250684997
-0.05883484054145521      -0.01881164035891483
-0.057200539415303675     -0.019462447735427667
-0.05556623828915215      -0.02007332003167039
-0.05393193716300061      -0.020644257247643
-0.052297636036849074     -0.021175259383345493
-0.05066333491069755      -0.021666326438777868
-0.04902903378454601      -0.022117458413940128
-0.04739473265839448      -0.022512083035663696
-0.04576043153224295      -0.022837247350896532
-0.04412613040609141      -0.023092951359638642
-0.04249182927993987      -0.023279195061890023
-0.04085752815378835      -0.023395978457650683
-0.03922322702763681      -0.023443301546920613
-0.03758892590148528      -0.023405327410459677
-0.035954624775333746     -0.023278317999131628
-0.03432032364918221      -0.023062273312936463
-0.032686022523030676     -0.022757193351874188
-0.031051721396879138     -0.022363078115944807
-0.029417420270727607     -0.02187992760514831
-0.027783119144576072     -0.02129861117487322
-0.026148818018424544     -0.02062791094260868
-0.024514516892273006     -0.019867826908354695
-0.022880215766121474     -0.019018359072111263
-0.02124591463996994      -0.018079507433878386
-0.019611613513818404     -0.017051271993656063
-0.017977312387666873     -0.015936188190510066
-0.016343011261515338     -0.014754589326555488
-0.014708710135363803     -0.013506475401792327
-0.01307440900921227      -0.012191846416220582
-0.011440107883060735     -0.010810702369840252
-0.009805806756909202     -0.009363043262651343
-0.008171505630757669     -0.007864146838510902
-0.006537204504606136     -0.006340654357451435
-0.004902903378454601     -0.004792565819472942
-0.003268602252303068     -0.0032198812245754238
-0.0016343011261515333    -0.0016226005727588786
0                         -7.238640233098512E-7
0.0016343011261515336     0.001621275403700334
0.003268602252303067      0.003218670954568197
0.004902903378454601      0.004791462788580279
0.006537204504606134      0.006339650905736582
0.008171505630757669      0.007863235306037105
0.009805806756909202      0.009362215989481846
0.011440107883060737      0.01081000914556396
0.01307440900921227       0.012191337030426401
0.014708710135363803      0.01350619964406916
0.016343011261515335      0.014754596986492242
0.017977312387666873      0.015936529057695648
0.019611613513818404      0.017051995857679372
0.02124591463996994       0.018080430456257315
0.022880215766121474      0.019019465932972306
0.024514516892273006      0.019869102287824337
0.02614881801842454       0.02062933952081341
0.027783119144576072      0.021300177631939535
0.029417420270727607      0.0218816166212027
0.031051721396879138      0.02236470202253678
0.032686022523030676      0.022758748319035377
0.03432032364918221       0.02306375551069848
0.03595462477533374       0.023279723597526093
0.03758892590148528       0.023406652579518218
0.03922322702763681       0.023444542456674856
0.04085752815378835       0.02339713127813225
0.04249182927993988       0.023280278942940803
0.04412613040609141       0.023093985451100515
0.04576043153224294       0.022838250802611385
0.04739473265839448       0.022513074997473417
0.04902903378454601       0.022118458035686604
0.05066333491069755       0.021667322230555966
0.05229763603684908       0.021176232195313328
0.05393193716300061       0.020645187929958682
0.05556623828915215       0.02007418943449204
0.057200539415303675      0.01946323670891339
0.05883484054145521       0.018812329753222744
0.060469141667606745      0.018138029350683548
0.06210344279375829       0.017452989716814388
0.06373774391990981       0.016757210851615287
0.06537204504606135       0.016050692755086228
0.06700634617221288       0.015333435427227222
0.06864064729836442       0.014605438868038263
0.07027494842451595       0.013881417816024946
0.07190924955066749       0.013168400263159609
0.07354355067681902       0.012466386209442258
0.07517785180297054       0.011775375654872893
0.07681215292912208       0.011095368599451512
0.07844645405527362       0.010426365043178119
0.08008075518142516       0.009778219494687504
0.0817150563075767        0.009152628629970815
0.08334935743372822       0.008549592449028049
