% Model:              AssociatedLegendreDatabase.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jul 20 2022, 20:37
% Dimension:          1
% Nodes:              421
% Expressions:        1
% Description:        Line graph
% X                       Height
-1                        0
-0.9935182552790547       0
-0.9870365105581093       0
-0.9805547658371638       0
-0.9740730211162184       0
-0.9675912763952731       0
-0.9611095316743277       0
-0.9546277869533824       2.24228282102859E-8
-0.9481460422324369       3.0831388789143114E-8
-0.9416642975114915       2.5225681736571637E-8
-0.9351825527905462       5.605707052571481E-9
-0.9287008080696006       -2.8028535262857385E-8
-0.9222190633486553       -7.567704520971492E-8
-0.9157373186277099       -2.5225681736571637E-8
-0.9092555739067647       8.408560578857214E-9
-0.9027738291858192       2.5225681736571637E-8
-0.8962920844648739       2.5225681736571643E-8
-0.8898103397439284       8.40856057885721E-9
-0.883328595022983        -2.5225681736571637E-8
-0.8768468503020377       5.605707052571475E-9
-0.8703651055810923       2.24228282102859E-8
-0.8638833608601468       2.5225681736571637E-8
-0.8574016161392014       1.4014267631428691E-8
-0.850919871418256        -1.1211414105142957E-8
-0.8444381266973106       -5.045136347314327E-8
-0.8379563819763652       -2.8028535262857375E-8
-0.8314746372554199       -1.1211414105142949E-8
-0.8249928925344745       0
-0.8185111478135292       5.605707052571477E-9
-0.8120294030925836       5.605707052571477E-9
-0.8055476583716383       0
-0.7990659136506929       -1.121141410514295E-8
-0.7925841689297476       -1.121141410514295E-8
-0.7861024242088022       0
-0.7796206794878566       2.242282821028589E-8
-0.7731389347669113       5.6057070525714763E-8
-0.7666571900459659       1.0090272694628655E-7
-0.7601754453250206       1.121141410514295E-7
-0.7536937006040751       1.121141410514295E-7
-0.7472119558831298       1.0090272694628655E-7
-0.7407302111621844       7.847989873600065E-8
-0.7342484664412391       4.484565642057178E-8
-0.7277667217202937       0
-0.7212849769993483       -2.24228282102859E-8
-0.7148032322784028       -2.24228282102859E-8
-0.7083214875574575       0
-0.701839742836512        4.484565642057178E-8
-0.6953579981155665       1.1211414105142953E-7
-0.6888762533946212       2.018054538925731E-7
-0.6823945086736758       1.2332555515657243E-7
-0.6759127639527305       7.287419168342917E-8
-0.669431019231785        5.045136347314327E-8
-0.6629492745108396       5.605707052571473E-8
-0.6564675297898943       8.96913128411436E-8
-0.6499857850689489       1.5135409041942983E-7
-0.6435040403480035       6.166277757828623E-8
-0.6370222956270581       1.1211414105142946E-8
-0.6305405509061126       0
-0.6240588061851673       2.8028535262857352E-8
-0.6175770614642219       9.529701989371509E-8
